2005UAHS-0081,42853301-CD19
2005UAHS-0081,46323306-CD4
2005UAHS-0081,43089402-CD8
2005UAHS-0081,41393801-CD8
2005UAHS-0081,48133905-CD8
2005UAHS-0081,40453805-CD8
2005UAHS-0081,49055902-CD19
2005UAHS-0081,41399104-CD4
2005UAHS-0081,43486302-CD19
2005UAHS-0081,40721302-CD4
2005UAHS-0081,45601905-CD19
2005UAHS-0081,41804901-CD19
2005UAHS-0081,42844002-CD4
2005UAHS-0081,43237905-CD8
2005UAHS-0081,49367801-CD19
2005UAHS-0081,48133905-CD4
2005UAHS-0081,42212501-CD4
2005UAHS-0081,41804901-CD8
2005UAHS-0081,48795405-CD4
2005UAHS-0081,40773605-CD8
2005UAHS-0081,40901902-CD19
2005UAHS-0081,46927305-CD4
2005UAHS-0081,41530903-CD8
2005UAHS-0081,48009101-CD19
2005UAHS-0081,44089404-CD4
2005UAHS-0081,42028502-CD19
2005UAHS-0081,41007701-CD4
2005UAHS-0081,45841103-CD4
2005UAHS-0081,40773605-CD19
2005UAHS-0081,44123901-CD4
2005UAHS-0081,46392503-CD4
2005UAHS-0081,48096902-CD4
2005UAHS-0081,44171701-CD8
2005UAHS-0081,49111002-CD8
2005UAHS-0081,45587503-CD8
2005UAHS-0081,49313004-CD19
2005UAHS-0081,48986601-CD8
2005UAHS-0081,42469504-CD4
2005UAHS-0081,43031603-CD4
2005UAHS-0081,44099801-CD19
2005UAHS-0081,41399104-CD19
2005UAHS-0081,47354901-CD19
2005UAHS-0081,47975501-CD8
2005UAHS-0081,47559505-CD8
2005UAHS-0081,44171701-CD4
2005UAHS-0081,44057804-CD8
2005UAHS-0081,41037001-CD19
2005UAHS-0081,40721302-CD8
2005UAHS-0081,41630601-CD19
2005UAHS-0081,49937203-CD8
2005UAHS-0081,46722905-CD8
2005UAHS-0081,47705204-CD8
2005UAHS-0081,40969901-CD19
2005UAHS-0081,40369002-CD4
2005UAHS-0081,42567204-CD8
2005UAHS-0081,43932901-CD4
2005UAHS-0081,41570004-CD8
2005UAHS-0081,40010403-CD4
2005UAHS-0081,43099101-CD8
2005UAHS-0081,41778102-CD4
2005UAHS-0081,43031603-CD8
2005UAHS-0081,40045306-CD4
2005UAHS-0081,43751401-CD4
2005UAHS-0081,40359602-CD8
2005UAHS-0081,42893102-CD8
2005UAHS-0081,49257503-CD4
2005UAHS-0081,42668601-CD19
2005UAHS-0081,42028502-CD8
2005UAHS-0081,41530903-CD4
2005UAHS-0081,42776506-CD4
2005UAHS-0081,44680704-CD19
2005UAHS-0081,47631801-CD4
2005UAHS-0081,41007701-CD19
2005UAHS-0081,42567204-CD19
2005UAHS-0081,43649201-CD4
2005UAHS-0081,44968601-CD4
2005UAHS-0081,42567204-CD4
2005UAHS-0081,42212501-CD19
2005UAHS-0081,44143002-CD19
2005UAHS-0081,44680704-CD8
2005UAHS-0081,44076902-CD4
2005UAHS-0081,42853301-CD4
2005UAHS-0081,48795405-CD19
2005UAHS-0081,42954005-CD4
2005UAHS-0081,48614005-CD4
2005UAHS-0081,48984405-CD8
2005UAHS-0081,48456401-CD8
2005UAHS-0081,40901902-CD4
2005UAHS-0081,43099101-CD19
2005UAHS-0081,47559505-CD19
2005UAHS-0081,43266901-CD8
2005UAHS-0081,41193105-CD19
2005UAHS-0081,40369002-CD19
2005UAHS-0081,42095805-CD4
2005UAHS-0081,44659303-CD4
2005UAHS-0081,49598901-CD19
2005UAHS-0081,42552103-CD4
2005UAHS-0081,44089404-CD19
2005UAHS-0081,42893102-CD19
2005UAHS-0081,45601905-CD4
2005UAHS-0081,42028502-CD4
2005UAHS-0081,42469504-CD8
2005UAHS-0081,42893102-CD4
2005UAHS-0081,43089402-CD19
2005UAHS-0081,45065002-CD4
2005UAHS-0081,44181401-CD8
2005UAHS-0081,43266901-CD19
2005UAHS-0081,44680704-CD4
2005UAHS-0081,46722905-CD4
2005UAHS-0081,43486302-CD8
2005UAHS-0081,40914201-CD8
2005UAHS-0081,41219003-CD8
2005UAHS-0081,47354901-CD8
2005UAHS-0081,43089402-CD4
2005UAHS-0081,44305301-CD8
2005UAHS-0081,47120705-CD8
2005UAHS-0081,40369002-CD8
2005UAHS-0081,49598901-CD4
2005UAHS-0081,41393801-CD19
2005UAHS-0081,40453805-CD4
2005UAHS-0081,47705204-CD4
2005UAHS-0081,41007701-CD8
2005UAHS-0081,44010904-CD4
2005UAHS-0081,49055902-CD8
2005UAHS-0081,48456401-CD4
2005UAHS-0081,45360605-CD19
2005UAHS-0081,41399104-CD8
2005UAHS-0081,47354901-CD4
2005UAHS-0081,44181401-CD4
2005UAHS-0081,42776001-CD8
2005UAHS-0081,42426702-CD8
2005UAHS-0081,46927305-CD19
2005UAHS-0081,44305301-CD19
2005UAHS-0081,44494801-CD4
2005UAHS-0081,40045306-CD8
2005UAHS-0081,45079701-CD19
2005UAHS-0081,44089404-CD8
2005UAHS-0081,48009101-CD4
2005UAHS-0081,45601905-CD8
2005UAHS-0081,42145704-CD8
2005UAHS-0081,41778102-CD8
2005UAHS-0081,44057804-CD4
